aX,aY,aZ,gX,gY,gZ
0.07,-0.18,0.98,-3.31,1.03,0.01
0.07,-0.18,0.98,-5.06,1.25,-0.18
0.07,-0.19,0.97,-3.21,0.92,-0.12
0.07,-0.19,0.99,-1.6,1.4,-0.15
0.06,-0.19,1.0,-5.12,1.54,-0.7
0.07,-0.19,1.0,-5.98,0.4,-1.15
0.07,-0.21,0.99,-2.21,0.82,-1.0
0.07,-0.2,0.99,1.82,1.71,-0.59
0.07,-0.18,0.98,3.62,0.05,-0.29
0.07,-0.18,0.97,2.55,0.31,-0.37
0.07,-0.18,0.98,1.44,0.77,-0.36
0.07,-0.19,0.98,0.21,0.16,-0.44
0.07,-0.19,0.98,0.78,0.92,-0.57
0.07,-0.17,0.99,0.11,1.08,-0.08
0.07,-0.19,0.96,3.79,0.67,0.27
0.07,-0.19,0.98,6.33,0.03,-0.16
0.06,-0.17,0.99,2.25,-0.49,-0.7
0.08,-0.17,0.98,-2.0,1.31,-0.41
0.07,-0.17,0.97,4.24,0.84,-0.21
0.07,-0.15,0.98,4.69,0.82,-0.2
0.07,-0.16,0.98,-0.77,1.27,-0.02
0.07,-0.17,0.99,1.23,1.7,-0.08
0.07,-0.16,0.98,2.47,0.46,-0.08
0.08,-0.16,0.98,1.01,0.79,-0.63
0.07,-0.16,0.98,-0.48,-0.04,-0.49
0.07,-0.17,0.97,2.51,0.83,-0.57
0.06,-0.15,0.99,4.48,1.29,-0.27
0.08,-0.14,0.99,0.92,1.01,-0.22
0.07,-0.15,0.97,1.11,0.85,-0.25
0.08,-0.14,0.98,3.32,0.68,-0.14
0.08,-0.15,0.98,3.29,1.42,-0.05
0.08,-0.14,0.99,2.26,1.19,-0.07
0.08,-0.14,0.99,0.45,1.04,-0.23
0.08,-0.15,0.99,2.4,0.56,0.11
0.08,-0.14,0.98,2.05,0.54,0.1
0.06,-0.14,1.0,-0.23,1.71,-0.61
0.07,-0.13,1.0,-1.99,1.53,-0.22
0.07,-0.15,0.97,2.02,1.35,0.24
0.07,-0.14,1.0,3.45,0.6,-0.08
0.07,-0.13,1.0,-1.45,-0.62,-0.66
0.07,-0.14,0.97,0.95,1.91,-0.23
0.08,-0.12,0.98,3.24,1.79,0.01
0.07,-0.12,0.99,1.63,1.73,-0.11
0.08,-0.11,0.99,0.73,0.89,-0.14
0.07,-0.13,0.99,-1.49,1.11,-0.54
0.07,-0.13,0.99,-0.87,1.23,-0.44
0.07,-0.12,0.99,-0.03,1.08,-0.02
0.08,-0.13,0.98,-0.11,1.47,-0.09
0.07,-0.14,0.98,1.89,1.6,-0.58
0.06,-0.11,0.99,-2.09,0.44,-0.95
0.08,-0.11,0.99,-5.0,1.11,-0.9
0.07,-0.13,1.0,-6.34,0.4,-0.46
0.08,-0.12,0.97,-0.89,-1.69,-0.69
0.08,-0.11,0.99,-2.78,2.02,-0.61
0.07,-0.12,0.99,-4.88,3.15,-0.44
0.07,-0.13,0.98,-1.37,1.48,0.05
0.08,-0.12,1.0,-3.58,0.3,-0.19
0.07,-0.13,1.0,-6.34,0.44,-0.62
0.07,-0.14,0.98,-2.95,1.74,-1.13
0.07,-0.11,1.02,-6.0,0.66,-0.61
0.07,-0.13,0.98,-9.25,2.01,-0.47
0.08,-0.15,0.98,-1.1,2.7,0.0
0.07,-0.12,1.0,-3.44,-0.04,-0.73
0.08,-0.13,0.99,-9.2,1.05,-1.26
0.08,-0.14,0.98,-6.68,2.81,-0.65
0.07,-0.14,0.98,-1.61,2.6,-0.66
0.08,-0.12,1.0,-5.26,1.47,-0.21
0.07,-0.14,0.99,-11.05,0.26,-0.65
0.07,-0.16,0.99,-6.73,1.05,-0.69
0.07,-0.14,0.99,-5.11,1.19,-0.6
0.07,-0.15,0.98,-6.15,0.92,-0.23
0.07,-0.16,0.98,-3.68,0.99,-0.29
0.07,-0.15,1.0,-4.4,0.97,-0.11
0.07,-0.15,1.0,-6.93,0.96,-0.43
0.07,-0.16,0.99,-5.75,1.0,-0.56
0.08,-0.15,0.99,-4.45,0.78,-0.44
0.08,-0.15,0.99,-5.19,0.84,-0.4
0.07,-0.16,1.0,-5.36,1.3,-0.33
0.08,-0.16,0.97,-4.54,1.33,-0.12
0.07,-0.16,0.98,-3.23,0.91,-0.04
0.07,-0.16,0.99,-3.11,0.04,-0.12
0.07,-0.16,0.99,-5.61,0.39,-0.31
0.07,-0.17,0.98,-5.24,1.53,-0.73
0.07,-0.17,1.0,-5.85,0.71,-0.47
0.07,-0.16,0.99,-8.68,1.31,-0.02
0.08,-0.19,0.96,-2.0,1.95,0.46
0.07,-0.17,0.99,-0.36,3.76,0.21
0.07,-0.16,1.0,-11.27,5.87,-0.14
0.07,-0.19,0.98,-11.31,2.41,-0.08
0.08,-0.18,0.96,-1.1,1.46,-0.17
0.06,-0.15,0.99,-2.21,1.0,-0.53
0.07,-0.17,0.98,-9.86,0.76,-0.5
0.07,-0.2,0.98,-8.5,2.15,-0.53
0.07,-0.19,0.98,-4.53,3.5,0.27
0.07,-0.18,0.98,-4.12,2.11,0.05
0.07,-0.19,0.98,-5.03,1.67,0.05
0.06,-0.2,0.97,-2.5,1.69,0.03
0.06,-0.18,0.98,-4.11,0.94,-0.37
0.07,-0.19,0.98,-5.85,-0.02,-0.45
0.07,-0.2,0.97,-2.69,-0.55,-0.63
0.07,-0.19,0.97,-1.91,-1.8,-0.68
0.07,-0.18,0.98,-3.61,-1.25,-0.72
0.06,-0.18,1.0,-8.38,-0.11,-0.24
0.07,-0.2,0.99,-5.63,1.93,-0.76
0.07,-0.21,0.97,-1.04,0.77,0.16
0.07,-0.18,0.98,-2.05,-0.18,-0.5
0.08,-0.2,0.99,-6.05,0.4,-0.47
0.07,-0.2,0.98,-2.44,0.26,-0.29
0.07,-0.2,0.98,-2.43,1.91,-0.16
0.07,-0.19,1.0,-5.71,1.18,0.54
0.07,-0.2,0.96,-3.98,1.22,0.14
0.07,-0.21,0.97,2.13,0.86,-0.31
0.06,-0.2,0.99,0.53,-0.45,-0.62
0.07,-0.18,1.0,-7.27,0.66,-0.76
0.08,-0.21,0.97,-2.6,0.7,-0.85
0.07,-0.19,0.98,2.38,0.31,-0.92
0.08,-0.18,0.99,-1.98,0.53,-0.29
0.08,-0.21,0.97,-3.85,0.59,-0.78
0.08,-0.21,0.98,0.15,1.21,-0.37
0.08,-0.18,0.98,0.04,0.39,-0.02
0.08,-0.18,0.98,-4.89,-0.08,-0.82
0.08,-0.21,0.98,-3.03,0.73,-0.67
0.07,-0.21,0.99,1.83,0.62,-0.4
0.06,-0.19,0.99,0.1,0.5,-0.52
0.07,-0.2,0.98,0.05,0.96,-0.69
0.07,-0.19,0.98,1.85,0.53,-0.25
0.07,-0.19,0.98,2.12,0.34,-0.21
0.07,-0.18,0.99,1.08,1.01,-0.03
0.07,-0.19,0.99,1.68,1.07,-0.03
0.07,-0.18,0.98,3.27,0.47,-0.34
0.08,-0.18,0.98,2.37,0.81,-0.25
0.08,-0.18,0.98,1.63,0.83,-0.21
0.09,-0.18,0.99,1.19,0.7,-0.24
0.07,-0.18,0.99,1.5,0.73,0.02
0.08,-0.18,0.97,4.22,1.53,-0.38
0.08,-0.16,1.0,1.58,1.04,-0.29
0.07,-0.18,0.97,-0.58,1.34,0.19
0.07,-0.18,0.98,5.06,1.78,0.46
0.07,-0.17,0.99,3.27,-0.21,-0.45
0.08,-0.16,0.99,-1.46,0.56,-0.61
0.07,-0.17,0.98,1.05,1.91,-0.13
0.09,-0.16,0.98,4.1,1.24,-0.11
0.08,-0.15,0.99,1.31,1.67,0.13
0.07,-0.17,0.98,1.85,1.65,0.21
0.08,-0.15,1.0,3.28,1.64,0.2
0.07,-0.15,0.99,1.71,1.1,-0.21
0.08,-0.15,0.99,2.24,1.73,0.08
0.08,-0.16,0.97,3.56,1.82,0.04
0.07,-0.15,0.99,3.82,1.2,0.03
0.07,-0.14,0.98,2.2,1.33,-0.08
0.08,-0.15,0.98,2.37,1.11,-0.06
0.07,-0.13,0.99,3.01,1.11,0.0
0.07,-0.13,0.99,3.23,0.91,0.09
0.07,-0.14,0.99,1.8,1.49,0.38
0.08,-0.15,0.99,3.09,1.77,0.12
0.07,-0.12,0.99,3.18,1.07,0.08
0.08,-0.13,0.99,0.2,1.36,0.18
0.07,-0.13,1.0,-0.15,1.41,-0.23
0.08,-0.13,0.98,0.04,0.94,-0.4
0.07,-0.13,0.99,2.49,1.08,-0.18
0.07,-0.12,0.98,2.64,0.82,-0.36
0.07,-0.1,1.0,-3.16,0.67,-1.04
0.07,-0.12,0.96,-2.92,1.94,-0.39
0.07,-0.12,0.98,0.22,1.0,-0.27
0.06,-0.13,1.0,-2.15,-1.32,-0.81
0.07,-0.13,0.99,-3.34,-1.23,-0.89
0.08,-0.13,0.97,1.27,1.39,0.05
0.08,-0.11,0.98,1.95,2.11,0.02
0.08,-0.11,0.99,-1.17,1.55,0.01
0.08,-0.11,0.99,-4.08,0.79,-0.11
0.08,-0.12,1.0,-5.24,1.36,-0.83
0.08,-0.13,0.99,-6.27,0.82,-0.94
0.08,-0.13,0.99,-2.6,1.08,-0.6
0.08,-0.13,0.99,-3.82,1.03,-0.66
0.06,-0.13,0.99,-1.92,-0.29,-0.59
0.07,-0.11,0.98,-0.66,-1.33,-0.32
0.07,-0.1,0.99,-1.53,1.02,0.42
0.08,-0.11,1.0,-9.67,1.89,0.33
0.08,-0.15,0.99,-9.42,1.81,0.15
0.08,-0.15,1.0,-0.54,0.91,-0.16
0.08,-0.13,0.99,-2.31,1.05,-0.7
0.08,-0.12,0.97,-4.54,1.24,-1.05
0.08,-0.13,0.98,-4.26,1.18,-0.81
0.08,-0.12,0.99,-6.95,1.24,-0.8
0.08,-0.14,0.99,-8.31,1.52,-0.95
0.08,-0.14,1.0,-7.34,1.84,-0.93
0.07,-0.13,0.99,-7.11,1.86,-1.06
0.07,-0.14,1.01,-8.73,1.47,-0.94
0.07,-0.13,1.0,-10.95,1.21,-0.67
0.08,-0.15,0.98,-5.56,2.69,-0.4
0.08,-0.14,0.99,-3.63,1.36,-0.1
0.08,-0.15,1.0,-6.02,0.15,-0.82
0.07,-0.15,0.98,-8.38,1.8,-0.6
0.07,-0.17,0.97,-3.4,2.56,-0.29
0.08,-0.15,0.97,-0.65,2.76,-0.25
0.07,-0.14,0.98,-6.53,2.0,-0.04
0.08,-0.16,0.99,-9.82,3.0,-0.49
0.07,-0.18,0.98,-7.95,4.93,-0.54
0.06,-0.17,0.98,-8.25,4.89,-0.02
0.07,-0.17,0.98,-6.78,3.32,-0.1
0.06,-0.17,0.98,-4.65,2.07,-0.02
0.06,-0.16,1.0,-6.06,1.89,-0.13
0.06,-0.17,0.99,-8.17,0.37,-0.72
0.07,-0.18,0.98,-5.24,-0.6,-0.79
0.08,-0.16,0.98,-3.9,1.0,-0.44
0.07,-0.17,0.99,-6.85,2.39,-0.11
0.08,-0.19,0.98,-6.16,1.27,-0.18
0.07,-0.19,0.98,-5.07,1.98,-0.3
0.07,-0.18,0.99,-5.41,3.69,-0.46
0.07,-0.19,0.98,-5.77,2.53,-0.21
0.06,-0.19,1.0,-5.3,2.81,-0.03
0.06,-0.19,0.97,-6.29,2.27,0.05
0.06,-0.19,0.98,-3.51,0.77,-0.05
0.06,-0.18,0.99,-7.05,-0.12,-0.07
0.06,-0.2,0.98,-5.96,-0.02,-0.6
0.06,-0.19,1.0,-4.63,1.07,-0.15
0.07,-0.2,0.97,-5.39,0.79,0.15
0.07,-0.21,0.97,1.53,1.32,0.11
0.08,-0.19,0.98,-0.51,-0.29,-0.11
0.06,-0.19,0.99,-9.06,1.43,-0.79
0.06,-0.21,0.97,-6.69,1.29,-0.4
0.06,-0.2,0.97,1.19,1.68,-0.24
0.06,-0.18,0.98,-3.07,2.31,0.05
0.06,-0.2,0.99,-8.8,0.69,-0.18
0.06,-0.22,0.98,-6.76,0.66,-0.15
0.06,-0.2,0.98,-0.57,0.66,-0.31
0.07,-0.19,0.97,-2.51,1.76,-0.38
0.06,-0.21,0.96,-4.37,2.44,-0.2
0.06,-0.21,0.98,-2.47,2.26,-0.7
0.05,-0.21,0.98,-5.27,1.85,-0.65
0.06,-0.21,0.98,-1.5,1.01,-1.06
0.06,-0.2,0.97,-1.79,1.62,-0.89
0.06,-0.2,0.97,-5.1,-0.64,-0.1
0.06,-0.19,0.98,-2.88,0.68,-0.12
0.06,-0.21,0.98,-4.78,-0.95,-0.81
0.05,-0.21,0.98,-0.15,-2.11,-1.6
0.07,-0.2,0.98,-2.11,-3.93,-1.86
0.06,-0.21,0.99,-5.24,-2.63,-1.15
0.06,-0.22,1.0,-1.28,-0.96,-0.11
0.07,-0.22,0.99,3.78,0.13,0.08
0.07,-0.2,0.98,7.21,-0.14,-0.33
0.08,-0.2,0.96,2.76,-0.22,-1.28
0.08,-0.2,0.98,0.98,-0.42,-1.12
0.08,-0.19,0.96,-3.13,0.43,0.51
0.07,-0.22,0.98,2.3,1.49,-0.02
0.07,-0.21,0.98,6.3,-0.17,-0.76
0.07,-0.19,0.99,1.89,-1.05,-0.98
0.07,-0.19,0.98,0.24,-0.05,-0.56
0.08,-0.19,0.97,3.47,1.04,0.1
0.08,-0.17,0.98,2.32,1.04,0.35
0.07,-0.18,0.97,-0.11,1.24,0.05
0.08,-0.19,0.99,-0.15,1.44,-0.95
0.07,-0.19,0.97,3.98,-1.15,-2.15
0.09,-0.18,0.99,2.2,0.66,-1.73
0.07,-0.2,0.97,1.23,1.02,0.12
0.06,-0.19,0.98,2.94,2.16,1.44
0.07,-0.17,0.98,5.5,1.32,0.24
0.08,-0.16,0.99,2.82,0.43,-0.95
0.07,-0.17,0.98,2.5,0.34,-1.35
0.08,-0.16,0.98,3.27,0.29,-1.31
0.07,-0.18,0.98,2.55,1.21,-0.53
0.07,-0.17,0.99,3.99,2.14,0.29
0.07,-0.16,0.98,4.23,1.63,-0.77
0.07,-0.16,0.98,1.79,0.68,1.01
0.08,-0.17,0.99,3.1,1.21,2.4
0.07,-0.15,0.97,2.94,1.17,2.24
0.07,-0.15,0.99,2.26,2.08,2.12
0.07,-0.15,0.97,2.56,2.28,2.05
0.08,-0.13,0.99,1.53,1.77,2.21
0.08,-0.13,0.98,0.58,2.33,1.38
0.07,-0.15,0.98,3.82,2.5,0.49
0.07,-0.14,1.0,6.55,0.24,-1.44
0.08,-0.12,0.99,1.98,-0.93,-1.58
0.07,-0.14,0.97,0.8,0.81,-0.27
0.07,-0.13,1.0,4.67,1.22,0.5
0.07,-0.12,1.0,0.66,1.22,0.49
0.07,-0.12,0.99,-0.31,0.73,0.48
0.07,-0.13,1.0,1.33,1.25,-0.53
0.07,-0.13,1.0,-1.27,0.85,0.05
0.06,-0.13,0.98,2.64,1.32,0.3
0.08,-0.13,0.99,2.44,0.81,0.17
0.07,-0.12,0.98,2.36,0.62,-0.4
0.06,-0.11,1.0,-1.17,0.35,-0.65
0.08,-0.13,0.99,-0.96,1.02,-0.01
0.08,-0.11,0.99,2.16,1.03,0.44
0.08,-0.11,0.98,-0.18,1.09,1.04
0.07,-0.11,0.99,0.05,1.27,0.58
0.08,-0.1,0.99,-1.71,1.11,-0.11
0.07,-0.12,0.98,-0.41,1.39,-0.21
0.08,-0.1,0.99,-1.57,1.12,-0.21
0.07,-0.11,0.98,-4.64,0.66,0.35
0.08,-0.12,1.0,-3.38,0.54,0.34
0.07,-0.11,0.99,-2.59,0.46,0.83
0.07,-0.11,0.99,-1.42,0.82,0.11
0.08,-0.1,0.99,-4.95,1.33,-0.15
0.08,-0.12,0.98,-2.19,1.62,0.59
0.08,-0.11,1.01,-2.02,0.37,-0.34
0.08,-0.11,1.0,-5.05,-1.86,-2.82
0.08,-0.12,0.98,-3.17,0.76,-3.13
0.07,-0.12,0.98,2.2,1.58,-1.58
0.07,-0.1,0.97,0.4,1.13,-0.55
0.08,-0.1,0.98,-4.46,0.95,-0.15
0.07,-0.12,0.98,-7.31,1.06,-0.4
0.07,-0.11,1.0,-8.94,1.92,-0.7
0.08,-0.14,0.98,-7.14,1.25,-0.73
0.07,-0.13,0.99,-5.08,1.4,-0.43
0.07,-0.13,0.98,-5.73,1.42,-0.6
0.08,-0.12,1.0,-7.55,2.31,-0.49
0.08,-0.13,0.98,-8.63,0.59,-0.5
0.08,-0.13,0.99,-8.87,0.18,-1.15
0.09,-0.13,0.99,-8.46,1.02,-1.36
0.08,-0.14,0.99,-5.57,1.26,-1.03
0.07,-0.14,0.99,-5.02,1.4,-0.99
0.07,-0.14,0.99,-6.63,1.26,-0.98
0.07,-0.15,0.99,-7.35,1.11,-0.89
0.07,-0.15,0.98,-6.65,0.98,-0.74
0.08,-0.15,0.99,-5.76,0.49,-0.7
0.07,-0.15,0.99,-7.34,0.66,-0.45
0.08,-0.16,0.99,-6.28,2.21,-0.15
0.08,-0.14,1.01,-7.21,0.89,0.54
0.08,-0.15,0.97,-10.02,2.07,1.63
0.08,-0.18,0.96,-2.95,2.98,2.12
0.08,-0.16,0.98,-3.71,1.1,2.79
0.06,-0.14,1.01,-10.56,3.18,-0.26
0.07,-0.17,1.0,-20.73,3.29,-2.03
0.06,-0.23,0.97,-8.96,3.1,-0.5
0.06,-0.17,0.98,5.53,1.05,-0.47
0.06,-0.14,0.99,-8.74,0.85,-0.53
0.08,-0.19,0.98,-11.08,2.44,-0.4
0.07,-0.19,0.98,-1.79,1.49,0.25
0.07,-0.16,0.98,-3.11,2.63,0.07
0.08,-0.17,0.98,-6.2,3.23,-0.15
0.07,-0.19,0.98,-7.56,3.53,0.29
0.07,-0.19,0.98,-1.67,2.89,-1.11
0.08,-0.17,0.98,-6.74,2.42,-1.27
0.07,-0.19,0.97,-7.76,3.46,-0.44
0.06,-0.19,0.98,-3.09,2.31,-0.1
0.07,-0.18,0.98,-5.43,2.03,-0.48
0.05,-0.19,0.97,-5.31,1.56,-1.43
0.06,-0.19,0.97,-4.29,-0.47,-1.56
0.06,-0.19,0.98,-3.56,-1.05,-1.53
0.06,-0.19,0.97,-1.92,-2.14,-1.46
0.07,-0.18,0.97,-1.56,-2.59,-2.87
0.07,-0.18,0.98,-4.76,-3.37,-3.26
0.06,-0.21,0.98,-4.81,-3.39,-2.08
0.08,-0.19,1.0,-3.6,-2.72,-0.5
0.08,-0.2,0.97,-3.98,0.45,0.4
0.08,-0.21,0.96,2.71,1.6,-0.44
0.08,-0.19,0.98,2.69,-0.37,-1.11
0.08,-0.18,1.0,-6.34,-1.27,-1.55
0.08,-0.21,0.98,-6.58,0.72,-0.92
0.07,-0.2,0.97,0.78,1.37,-0.13
0.07,-0.18,0.98,-1.06,0.88,-0.03
0.08,-0.19,0.99,-6.57,0.56,-0.55
0.07,-0.21,0.99,-4.86,1.12,-0.4
0.08,-0.2,0.97,-1.05,1.3,-0.13
0.08,-0.19,0.98,-2.5,1.41,-0.14
0.07,-0.21,0.97,-1.76,1.62,-0.13
0.07,-0.2,0.99,-0.22,0.96,-0.66
0.08,-0.19,0.98,-2.31,0.37,-0.94
0.08,-0.21,0.97,-2.56,1.07,-0.49
0.07,-0.2,0.99,0.71,0.79,-0.1
0.08,-0.19,0.98,-0.15,0.69,-0.18
0.08,-0.19,0.99,-1.38,0.9,-0.5
0.07,-0.2,0.98,-0.21,0.82,-0.76
0.09,-0.2,0.97,1.39,0.95,-0.5
0.09,-0.2,0.96,1.45,0.52,-0.05
0.08,-0.19,0.97,2.08,0.82,-0.38
0.08,-0.2,0.98,1.37,0.99,-0.71
0.08,-0.18,0.98,1.11,-0.7,-1.17
0.08,-0.19,0.99,-2.91,1.92,-0.57
0.08,-0.18,0.99,-0.64,1.0,0.5
0.08,-0.19,0.98,2.82,1.79,0.85
0.07,-0.18,0.99,3.89,0.78,-0.01
0.07,-0.18,0.99,2.63,-1.1,-0.44
0.08,-0.17,0.98,-0.18,1.49,0.16
0.08,-0.17,0.97,2.94,1.03,-0.01
0.08,-0.17,0.98,2.24,1.0,-0.16
0.08,-0.17,0.98,0.24,1.0,-0.08
0.07,-0.18,0.99,0.34,1.65,-0.14
0.09,-0.17,0.99,0.08,0.96,0.34
0.07,-0.17,0.99,0.14,0.89,0.61
0.09,-0.17,0.98,0.97,1.96,0.3
0.08,-0.17,0.98,3.87,1.42,-0.58
0.07,-0.15,0.99,2.4,1.08,-0.43
0.08,-0.16,0.98,0.95,1.56,0.2
0.08,-0.16,0.98,0.86,2.3,2.19
0.08,-0.15,0.99,0.66,2.92,3.65
0.07,-0.17,0.99,-0.11,3.3,4.73
0.08,-0.17,0.97,5.15,4.44,6.67
0.07,-0.09,1.0,9.73,0.95,-1.15
0.07,-0.15,0.99,-5.79,1.31,-1.99
0.07,-0.19,0.98,5.79,0.6,-1.53
0.07,-0.14,0.99,2.86,1.92,-0.08
0.07,-0.15,1.0,3.01,2.02,0.78
0.07,-0.14,0.98,3.66,0.55,0.15
0.07,-0.13,0.98,3.51,1.44,-0.75
0.07,-0.09,0.98,5.22,0.53,-3.85
0.07,-0.11,0.99,-9.15,0.27,-5.53
0.06,-0.19,0.98,-2.8,0.49,-4.44
0.08,-0.16,0.99,2.11,-0.33,-1.4
0.07,-0.13,0.98,8.1,3.24,0.77
0.08,-0.09,1.0,1.83,1.39,-1.09
0.07,-0.15,0.99,-2.4,1.73,0.62
0.08,-0.14,0.99,10.88,3.31,1.78
0.08,-0.08,1.0,-0.27,0.38,-1.17
0.07,-0.15,0.97,-3.44,-0.08,-0.6
0.07,-0.12,1.01,4.2,1.15,0.1
0.08,-0.11,1.0,-0.31,1.1,0.61
0.07,-0.13,0.99,1.25,1.75,0.39
0.07,-0.11,0.99,2.49,1.38,0.1
0.08,-0.1,0.99,0.41,0.5,-0.31
0.07,-0.1,0.97,1.3,0.52,-0.37
0.07,-0.1,0.97,0.85,0.21,-0.97
0.08,-0.1,0.99,-3.15,0.12,-2.48
0.07,-0.12,1.01,-10.95,0.5,-0.6
0.07,-0.14,1.0,-4.26,0.89,0.25
0.08,-0.11,1.0,-3.16,1.34,-0.37
0.07,-0.12,0.99,-5.26,0.24,-0.79
0.07,-0.12,0.97,-1.01,-0.12,-0.76
0.07,-0.1,0.98,-1.47,0.05,-0.48
0.08,-0.11,0.99,-3.4,1.41,-1.08
0.07,-0.09,1.03,-8.79,0.44,-1.02
0.09,-0.13,0.96,-9.12,1.39,-0.47
0.08,-0.13,0.99,-1.56,2.07,-0.46
0.08,-0.13,1.0,-4.65,-0.64,-1.11
0.08,-0.14,0.99,-6.59,0.05,-1.22
0.08,-0.12,0.99,-7.12,1.32,-0.63
0.07,-0.12,0.99,-7.21,1.89,-0.36
0.07,-0.13,0.99,-7.07,1.24,-0.15
0.08,-0.13,0.99,-9.02,0.39,-0.63
0.07,-0.14,1.01,-7.6,1.08,-1.04
0.08,-0.14,0.99,-6.17,1.21,-0.43
0.08,-0.14,0.99,-4.73,2.28,-0.42
0.08,-0.14,0.98,-4.18,2.18,-0.31
0.07,-0.14,0.99,-3.34,1.25,-0.96
0.07,-0.14,1.0,-5.92,0.66,-1.21
0.08,-0.15,0.99,-7.11,0.79,-0.85
0.08,-0.15,0.99,-6.82,1.08,-0.49
0.07,-0.15,0.98,-6.31,0.63,-0.44
0.08,-0.16,0.99,-5.9,0.42,-0.53
0.07,-0.17,0.99,-6.19,0.47,-0.72
0.08,-0.16,0.98,-5.72,0.57,-0.51
0.07,-0.16,0.97,-5.92,0.89,-0.39
0.09,-0.16,0.98,-5.98,0.19,-0.48
0.09,-0.16,0.98,-6.01,0.21,-0.53
0.08,-0.17,0.98,-5.69,1.38,-0.87
0.08,-0.17,1.0,-5.94,0.45,-0.51
0.09,-0.16,0.98,-7.83,2.95,0.34
0.08,-0.18,0.97,-5.16,7.85,0.36
0.07,-0.18,0.97,-2.97,3.5,0.32
0.08,-0.16,0.99,-8.05,0.22,-0.73
0.07,-0.18,0.98,-11.21,1.13,-0.92
0.08,-0.19,0.97,-3.74,0.54,-0.44
0.07,-0.17,0.97,-1.94,-0.02,-0.14
0.08,-0.16,0.99,-6.45,0.45,-0.18
0.08,-0.18,1.0,-8.12,2.82,-0.37
0.07,-0.19,0.99,-6.58,2.62,-0.24
0.07,-0.19,0.98,-3.82,3.9,-0.16
0.07,-0.18,0.97,-3.63,2.93,-0.11
0.07,-0.19,0.98,-5.18,2.4,-0.23
0.07,-0.2,0.99,-6.22,1.62,-0.53
0.07,-0.2,0.99,-4.98,1.15,-0.57
0.07,-0.19,0.97,-2.62,1.17,-0.34
0.07,-0.19,0.98,-3.63,0.63,0.17
0.07,-0.19,0.98,-3.48,-0.53,-0.04
0.07,-0.19,0.98,-4.02,-0.98,-0.4
0.08,-0.2,0.97,-4.0,-1.68,-0.62
0.08,-0.2,0.98,-2.47,-1.53,-0.47
0.08,-0.2,0.98,-2.63,-0.89,-0.53
0.08,-0.2,0.98,-2.73,-0.38,-0.56
0.07,-0.19,0.98,-3.21,0.21,-0.56
0.08,-0.2,0.97,-3.33,1.67,-0.52
0.07,-0.19,0.98,-3.42,1.13,-0.11
0.08,-0.19,0.97,-5.18,1.16,0.38
0.08,-0.22,0.97,0.69,1.98,0.1
0.07,-0.19,0.98,2.26,0.5,-0.36
0.07,-0.19,1.0,-5.96,0.11,-0.95
0.08,-0.22,0.97,-6.58,1.14,-0.98
0.08,-0.2,0.97,0.98,1.42,-0.21
0.08,-0.18,0.98,-1.4,1.0,0.3
0.08,-0.19,0.99,-6.39,0.73,-0.16
0.07,-0.22,0.99,-4.45,1.34,-0.38
0.08,-0.21,0.98,-1.88,0.69,-0.59
0.08,-0.2,0.98,-2.94,0.9,-0.68
0.07,-0.21,0.97,-1.2,1.27,-0.53
0.07,-0.2,0.98,-0.78,0.98,-0.53
0.07,-0.2,0.98,-3.02,0.94,-0.38
0.07,-0.21,0.98,-2.08,1.24,-0.24
0.08,-0.19,0.97,-0.98,1.73,-0.01
0.08,-0.2,0.97,-2.2,0.87,-0.06
0.08,-0.21,0.97,-2.37,1.09,-0.53
0.08,-0.21,0.97,-1.94,0.97,-0.43
0.08,-0.2,0.97,-1.38,0.69,-0.57
0.08,-0.2,0.98,-0.87,0.52,-0.58
0.08,-0.21,0.98,-1.29,0.44,-0.57
0.08,-0.2,1.0,-1.9,-0.64,-0.88
0.08,-0.22,0.97,1.68,0.25,-0.76
0.07,-0.2,0.97,5.83,1.21,0.05
0.08,-0.18,0.99,1.12,1.02,0.37
0.09,-0.2,0.95,1.67,1.2,0.53
0.08,-0.2,0.97,4.13,0.83,-0.55
0.08,-0.19,0.99,1.13,-0.56,-1.27
0.09,-0.2,0.97,-1.97,1.02,-1.06
0.08,-0.2,0.97,2.45,1.33,-0.04
0.08,-0.17,0.98,4.5,0.92,-0.09
0.08,-0.16,0.98,-0.95,1.08,0.11
0.08,-0.19,0.99,-1.8,1.4,-0.05
0.08,-0.19,0.99,0.69,0.87,-0.21
0.08,-0.19,0.98,3.96,1.61,-0.32
0.08,-0.17,0.98,3.37,1.05,-0.4
0.08,-0.18,0.98,2.4,0.76,-0.7
0.08,-0.18,0.98,2.76,0.87,-0.32
0.08,-0.16,0.98,2.31,1.15,0.06
0.08,-0.16,0.99,0.24,1.35,-0.05
0.08,-0.16,0.99,0.89,0.79,0.06
0.09,-0.16,0.99,2.67,0.9,0.05
0.08,-0.16,0.98,1.56,1.21,-0.19
0.08,-0.16,0.98,1.6,1.49,-0.19
0.08,-0.15,0.98,1.58,1.26,-0.44
0.08,-0.16,0.98,1.31,0.76,-0.36
0.08,-0.15,0.99,1.02,0.34,-0.6
0.09,-0.16,0.99,1.31,0.87,-0.44
0.08,-0.15,1.0,2.54,1.67,-0.2
0.08,-0.14,0.99,2.17,2.06,0.45
0.08,-0.15,0.98,2.0,2.05,0.8
0.08,-0.15,0.99,2.5,1.4,-0.47
